anime_id,Name,Score,Genres,English name,Episodes
29976,Dance with Devils,6.36,"Harem, Demons, Supernatural, Romance, Vampire, Shoujo",Dance with Devils,12
29978,001,3.27,Comedy,Unknown,1
29979,Petting a Dog,3.76,Slice of Life,Unknown,1
29980,Adventures in Beauty Wonderland,4.05,"Adventure, Dementia",Unknown,1
29984,Crayon Angel,3.76,Dementia,Crayon Angel,1
29985,Kamen no Marionette-tachi,Unknown,Dementia,Unknown,1
29986,Women,Unknown,Dementia,Unknown,1
29987,Flicker Love No.1,Unknown,Dementia,Unknown,1
29988,Commercial War,4.87,Dementia,Commercial War,1
29989,Kaze no Kokyuu: Animation ni Yoru Oufuku Shokan,4.68,Dementia,Breathing of the Wind:Animation Correspondence,1
29992,Silent Chaser Kagami,Unknown,Hentai,Unknown,1
29994,Misato-chan no Yume Nikki,Unknown,Hentai,Unknown,1
29995,The Embryo Develops into a Fetus,3.87,Dementia,Unknown,1
29998,Asobi ni Iku yo!: Asobi ni Oide - Owari,6.27,Comedy,Unknown,1
29999,Aoki Uru: Overture,Unknown,"Military, Sci-Fi",Unknown,1
30010,Frame Arms: A Violent Struggle,4.93,Mecha,Unknown,1
30012,Tekusuke Monogatari,5.49,Historical,Unknown,1
30013,Super Short Comics,5.73,"Comedy, Parody",Unknown,8
30014,Momokuri,7.1,"Comedy, Romance, Slice of Life",momokuri,26
30015,ReLIFE,8.03,"Slice of Life, Romance, School",ReLIFE,13
30016,Nanbaka,7.34,"Action, Comedy, Drama",Nanbaka,13
30018,Norakuro Nitouhei,5.68,Kids,Unknown,1
30019,Norakuro Ittouhei,5.32,Kids,Unknown,1
30024,SOS Kochira Chikyuu,Unknown,"Drama, Kids",Unknown,1
30025,Otenki Boys,Unknown,"Super Power, Kids",Unknown,30
30026,Ekubo Ouji,Unknown,"Comedy, Kids",Unknown,50
30027,Meisaku World,Unknown,"Adventure, Fantasy, Historical, Kids, Magic, Supernatural",Unknown,39
30028,Sekai Meisaku Douwa Series,Unknown,"Adventure, Fantasy, Historical, Kids, Magic, Supernatural",Unknown,4
30029,Video Ehonkan Sekai Meisaku Douwa,Unknown,"Adventure, Comedy, Fantasy, Historical, Kids, Magic, Sci-Fi, Space, Supernatural",Funky Fables,26
30030,Jewelpet Magical Change,6.39,"Comedy, Fantasy, Magic, Shoujo",Unknown,39
30034,Dolittle-sensei Monogatari,Unknown,"Kids, Adventure",The Voyages of Doctor Dolittle,13
30036,Tokai no Butchy,Unknown,"Romance, Music",Unknown,1
30039,Future Card Buddyfight Hundred,6.64,Game,Future Card Buddyfight Hundred,50
30042,Geori-eui Mubeopja,Unknown,"Action, Martial Arts",Unknown,1
30045,Shin Saru Kani Gassen,5.32,Drama,Unknown,1
30046,Hadashi Neko,5.68,"Adventure, Comedy",Unknown,1
30048,Kkurukkuru-wa Chingu-deul,Unknown,"Adventure, Slice of Life, Comedy, Kids",Curucuru and Friends,13
30049,Uli Chingu Kkachi,Unknown,"School, Slice of Life",Unknown,1
30050,Cooking Papa Christmas Special,Unknown,"Slice of Life, Comedy",Unknown,1
30051,McDull: Xiang Dang Dang Ban Wo Xin,Unknown,Comedy,McDull:The Pork of Music,1
30052,McDull: Wo He Wo Mama,Unknown,Comedy,McDull:Me & My Mum,1
30053,Bab Mook Ja,5.72,Slice of Life,Unknown,1
30054,Uli Sai Jjang-Iya,Unknown,School,Unknown,1
30055,Mabeob Chunjamun: Daemawang-ui Buhwal-eul Mag-ala,Unknown,Unknown,Unknown,1
30056,Amagi Brilliant Park: Wakuwaku Mini Theater - Rakugaki Backstage,6.63,Comedy,Unknown,7
30057,Mabeobsa-ui Adeul Cory,Unknown,"Adventure, Comedy, Fantasy",Unknown,13
30058,Hong Ling Jin Xia,5.93,"Action, School",Unknown,1
30059,Saru Kani Gassen,5.21,Drama,Unknown,1
30060,Chi Jian Chuanqi,Unknown,"Action, Adventure, Fantasy",Crimson Sword Quest,26
30061,Genki Bakuhatsu Ganbaruger: Hyakka,Unknown,"Action, Mecha, Shounen",Unknown,1
30064,Hello Kitty to Miyou: Aesop Monogatari,Unknown,"Fantasy, Kids",Unknown,4
30065,Osamishi Tani no Wakare Uta,5.36,"Music, Historical",Unknown,1
30066,L/R: Licensed by Royal Special,6.22,"Action, Adventure, Police, Mystery",Licensed by Royalty,1
30070,Shiroi Zou (1981),Unknown,"Action, Historical",Unknown,1
30071,Frypan Jiisan,Unknown,"Kids, Adventure",Unknown,1
30072,Hito no Kita Tooku Nagai Michi,Unknown,Historical,Unknown,1
30073,Onaka no Ookina Ouji-sama,5.48,"Kids, Music",Unknown,1
30074,Symphonic Variations,5.24,"Music, Kids",Unknown,1
30075,Yuki no Hi no Tayori,5.27,"Music, Kids",Unknown,1
30076,Roba Chotto Suneta,5.23,"Kids, Music",Unknown,1
30077,Koro wa Yane no Ue,5.25,"Music, Kids",Unknown,1
30078,Beautiful Name,5.08,Kids,Unknown,1
30079,Kirin no Otenki Mama-san,5.13,Fantasy,Unknown,12
30080,Inishie no Megami to Houseki no Ite,5.74,Action,Unknown,2
30081,Shiawase no Uta,5.2,"Music, Historical, Kids",Unknown,1
30082,Sonna Boku ga Suki,Unknown,"Music, Kids",Unknown,1
30083,Warenai Tamago,Unknown,"Music, Comedy, Kids",Unknown,1
30085,Watashi no Kamifuusen (1983),Unknown,"Music, Kids",Unknown,1
30086,Hanasaka Jiisan,4.96,"Comedy, Drama",The Blossom Man,1
30088,Ryoutei no Aji,6.7,Slice of Life,RYOTEI-NO-AJI,Unknown
30089,Zombie Clay Animation: Life of the Dead,Unknown,"Comedy, Horror",Unknown,4
30090,Zombie Ehon,Unknown,Comedy,Zombie Diary,1
30091,Chaos Dragon: Sekiryuu Seneki,5.66,"Action, Fantasy, Supernatural",Chaos Dragon,12
30092,Wakie Wakie,4.58,Music,Unknown,1
30093,Ball yo Doko e Yuku,4.96,Comedy,Unknown,1
30094,Majin Sentai Death Ranger: Ubawareta Pudding!,Unknown,"Action, Comedy",Unknown,1
30095,Qi Cai Lao Fu Zi,Unknown,"Action, Comedy, Seinen",Color Old Master Q,1
30096,Lao Fu Zi Shui Hu Chuan,Unknown,"Comedy, Historical, Seinen",Unknown,1
30097,Shan T Lao Fu Zi,Unknown,"Action, Comedy, Seinen","Old Master Q & ""San-T""",1
30098,Lao Fu Zi Fan Dou Zhen Tan,Unknown,"Comedy, Seinen",Master Q:Incredible Pet Detective,1
30099,Lao Fu Zi Zhi Xiao Shui Hu Chuan Qi,Unknown,"Comedy, Seinen",Old Master Q and Little Ocean Tiger,1
30100,Black Bullet: Tenchuu＊Girls,6.09,Fantasy,Unknown,1
30103,Precure All Stars Movie: Haru no Carnival♪ - Ima Koko kara,6.31,"Music, Magic, Fantasy, Shoujo",Unknown,1
30104,Seichou Rap,5.14,Music,SAY! Cho-oh Rap,1
30105,Fukashigi no Kazoekata,5.25,Kids,The Art of 10^64 -Understanding Vastness-,1
30106,Graphillion: Kazoeage Oneesan wo Sukue,Unknown,Kids,Don't Count Naively,1
30107,Manga Hajimete Monogatari OVA,Unknown,"Adventure, Comedy, Historical",Unknown,1
30116,Yancharu Moncha,Unknown,Kids,Unknown,80
30117,Monpy,Unknown,"Kids, Adventure",Monpy,18
30118,Futari wa Nakayoshi: Goo to Sue,Unknown,"Kids, Slice of Life",Unknown,84
30119,Yowamushi Monsters,Unknown,Kids,Unknown,Unknown
30120,Spoon-hime no Swing Kitchen,Unknown,"Adventure, Kids",Unknown,34
30121,Fushigina Ano Ko wa Sutekina Kono Ko,Unknown,"Adventure, Kids",Unknown,154
30122,Ultraman M78 Gekijou: Love and Peace,Unknown,"Comedy, Kids, Parody, Sci-Fi, Space, Super Power",Unknown,1
30123,Akagami no Shirayuki-hime,7.79,"Fantasy, Romance, Drama, Shoujo",Snow White with the Red Hair,12
30124,Bad Badtz-Maru no Ore wa Yuutousei,Unknown,"Kids, Comedy",Unknown,1
30125,Bad Badtz-Maru no Otoko Dokyou no Omoiyari,Unknown,Comedy,Unknown,1
30127,Danchigai,6.54,"Comedy, Slice of Life",Danchigai,12
30128,Allargando The Animation,6.39,Hentai,Unknown,1
30129,Konna Ko Iru kana,Unknown,Kids,Unknown,Unknown
30131,Uwabaki Cook,Unknown,Kids,Unknown,13
30132,Etsuraku no Tane The Animation,6.15,Hentai,Unknown,1
30133,"Ima, Futari no Michi",5.78,Drama,Unknown,1
30134,Hong Gil Dong 2084,Unknown,"Action, Adventure",Unknown,1
30137,Big Order,5.81,"Action, Super Power, Shounen",Unknown,1
30138,Rusuden Hour: Sodan Brothers,Unknown,Comedy,Unknown,25
30139,Manga Doushite Monogatari OVA,Unknown,"Kids, Adventure, Comedy",Unknown,2
30140,Xing Mao Lixian Ji Zhi Shu Fa Pian,Unknown,"Kids, Adventure",Unknown,26
30143,Bobobo-bo Bo-bobo Recap,6.22,"Action, Parody, Comedy, Sci-Fi, Shounen",Unknown,1
30144,Nyuru Nyuru!! Kakusen-kun 2nd Season,Unknown,Comedy,Unknown,13
30145,Harukanaru Toki no Naka de: Hachiyou Shou Recap,6.05,"Fantasy, Magic, Supernatural, Demons, Historical, Shoujo",Unknown,1
30148,Kamiusagi Rope Specials,Unknown,"Comedy, Slice of Life",Unknown,2
30149,Kamiusagi Rope 2 Specials,Unknown,"Comedy, Slice of Life",Unknown,4
30150,Kamiusagi Rope 3,Unknown,"Comedy, Slice of Life",Unknown,12
30151,Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,Unknown,"Slice of Life, Comedy",Unknown,Unknown
30152,au x Rope,Unknown,"Slice of Life, Comedy",Unknown,3
30153,Takarakuji x Rope,Unknown,"Comedy, Slice of Life",Unknown,5
30154,Kamiusagi Rope (ONA),Unknown,"Slice of Life, Comedy",Unknown,Unknown
30155,Hoshi no Kirby:  Taose!! Koukaku Majuu Ebizou,6.02,"Action, Adventure, Comedy, Fantasy",Unknown,1
30156,Ba La La Xiao Mo Xian Zhi: Meng Huan Xuan Lu,6.19,"Comedy, Magic, Shoujo",Balala the Fairies:Finding Melody,52
30157,Joki Joki Tailor,5.31,"Music, Kids",Unknown,1
30158,Okore!! Nonkuro,Unknown,Kids,Unknown,1
30159,Super Taromu,Unknown,"Mecha, Shounen",Unknown,1
30160,Oppai ga Ippai,4.95,"Music, Kids",Unknown,1
30161,Horoscope: Anata no Seiza,Unknown,"Music, Kids",Unknown,1
30162,Hone Hone Rock,5.25,"Music, Kids",Unknown,1
30163,Fuki to Hiyoko,Unknown,"Music, Kids",Unknown,1
30164,Chiisana Kinomi (1995),Unknown,"Music, Kids",Unknown,1
30165,Yamaguchi Sanchi no Tsutomu-kun,5.22,"Music, Kids, Romance",Unknown,1
30166,Wangpai Yushi Di 0 Ji,6.03,"Comedy, Fantasy, School, Shounen, Supernatural",Unknown,1
30167,Kanashiki Mongoose,5.21,"Music, Kids",Unknown,1
30168,Miss Monochrome: Watashi dake no Monogatari,6.02,Music,Unknown,1
30169,Yubikiri,Unknown,"Music, Kids",Unknown,1
30173,Fruity Samurai,5.83,"Action, Comedy, Samurai, Historical",Unknown,13
30176,Kujira,Unknown,Adventure,Unknown,1
30177,Ninja Hattori-kun (2012) Special,6.26,"Kids, Comedy",Unknown,1
30178,Tiger & Bunny Recaps,6.14,"Action, Comedy, Super Power, Mystery",Unknown,2
30187,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,7.43,"Drama, Mystery, Thriller",Beautiful Bones -Sakurako's Investigation-,12
30191,Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,7.71,"Action, Mystery, Supernatural",Durarara!! x2 Shou:My Heart Is in the Pattern of a Hot Pot,1
30193,Eun-sil-i,5.95,Drama,The Dearest,1
30196,Tsubasa to Hotaru (2015),6.4,"Romance, School, Shoujo",Unknown,4
30198,Manga Naruhodo Monogatari OVA,Unknown,"Kids, Adventure",Unknown,5
30199,Hakimono to Kasa no Monogatari,5.77,"Music, Kids",Unknown,1
30200,Piyo no Ongaeshi,Unknown,"Kids, Music",Unknown,1
30201,Shiawase no Tokei,Unknown,"Music, Kids",Unknown,1
30202,Bucket no Ana,Unknown,Music,Unknown,1
30204,Ryoukan-san,Unknown,Historical,Unknown,1
30205,Aoharu x Kikanjuu,7.18,"Action, Comedy, Sports, Shounen",Aoharu x Machinegun,12
30206,Amagi Brilliant Park: Nonbirishiteiru Hima ga Nai!,7.25,"Comedy, Magic, Fantasy",Unknown,1
30207,"Watashi wa ""Tofu"" Desu",Unknown,"Music, Kids",Unknown,1
30208,Shiritori Mambo,Unknown,"Music, Kids",Unknown,1
30209,Naze,Unknown,"Music, Kids",Unknown,1
30210,Souiu Megane,5.44,Dementia,"Well, That's Glasses",1
30211,Zenchuu Maite,4.91,Dementia,Dancer of Vermicular,1
30212,Kono Mayonnaise wa Yuru Sugiru,4.53,Dementia,This Mayonnaise is too Liquid.,1
30213,Yume Utsutsu,Unknown,Dementia,Be Vague,1
30214,A Smart Experiment,4.5,Dementia,Unknown,1
30217,Neo Faust,5.73,Supernatural,Unknown,1
30218,The iDOLM@STER Cinderella Girls: Special Program,6.47,"Comedy, Music",THE IDOLM@STER CINDERELLA GIRLS Special Program,1
30223,Shishou Series,Unknown,"Horror, Supernatural, School, Seinen",Unknown,Unknown
30228,Chel-in sacheon-wang,Unknown,"Action, Sci-Fi",Unknown,1
30230,Diamond no Ace: Second Season,8.32,"Comedy, Sports, School, Shounen",Ace of Diamond:Second Season,51
30232,Tamagotchi! Tamatomo Daishuu GO,Unknown,"Comedy, Fantasy, Kids",Unknown,26
30234,1989,5.64,"Space, Music",Unknown,1
30235,Kochira Tamago Outou Negaimasu,Unknown,"Comedy, School",Unknown,1
30237,Hyakka Ryouran: Samurai After Specials,6.49,Ecchi,Unknown,2
30240,Prison School,7.71,"Comedy, Ecchi, Romance, School, Seinen",Prison School,12
30241,Umo,5.22,Music,Unknown,1
30242,Kuro no Kyoushitsu,6.53,Hentai,Unknown,2
30243,Gakuen de Jikan yo Tomare,7.07,Hentai,Unknown,4
30245,"Kamaishi no ""Kiseki"": Inochi wo Mamoru Tokubetsu Jugyou",Unknown,Drama,Kamaishi Miracle,1
30246,Space☆Dandy 2nd Season Picture Drama,6.31,"Comedy, Sci-Fi, Space",Unknown,3
30247,Congming de Yixiu Zhi Fan Dou Gongzhu,Unknown,"Kids, Comedy, Historical",Unknown,1
30249,Balgwanghaneun Hyeondaesa,Unknown,"Slice of Life, Drama",Unknown,3
30250,Triage X: Recollection XOXO,6.51,"Action, Ecchi, School, Shounen",Triage X:Recollection XOXO,1
30251,Venus Project: Climax,5.36,"Action, Music",Venus Project:Climax,6
30262,Okane ga Nai Specials,6.12,"Comedy, Romance, Yaoi",No Money Omake episodes,4
30263,Hello Kitty no Shirayuki-hime (2001),6.0,"Kids, Fantasy",Hello Kitty in Snow White,1
30264,Hello Kitty no Cinderella (OVA),5.8,"Kids, Fantasy",Hello Kitty in Cinderella,1
30267,Chan Shuo A Kuan,Unknown,"Slice of Life, Comedy",Unknown,1
30268,Huang Feihong Yong Chuang Tianxia,Unknown,"Action, Martial Arts, Shounen",The Warrior,1
30269,Momoiro Milk,6.34,Hentai,Unknown,2
30276,One Punch Man,8.57,"Action, Sci-Fi, Comedy, Parody, Super Power, Supernatural",One Punch Man,12
30278,Ghost Messenger Movie,5.95,"Action, Supernatural",Unknown,1
30279,Yuru Yuri San☆Hai!,7.95,"Comedy, School, Shoujo Ai, Slice of Life",Unknown,12
30284,Taabou no Ganbaru Sengen,Unknown,Kids,Unknown,1
30289,Dededen,5.89,Slice of Life,Unknown,5
30290,Fw:Hamatora,7.09,"Mystery, Comedy, Super Power",Unknown,1
30291,Mini Hama: Minimum Hamatora,6.31,"Comedy, Mystery, School, Shounen, Super Power",Unknown,8
30292,Saki Achiga-hen: Episode of Side-A - Kuro no Tanjoubi,6.64,"Game, School, Slice of Life",Unknown,1
30296,Rakudai Kishi no Cavalry,7.53,"Action, Romance, Ecchi, Fantasy, School",Chivalry of a Failed Knight,12
30298,Mahou no Princess Minky Momo: Yume wo Dakishimete Specials,Unknown,"Magic, Shoujo",Unknown,3
30300,"High School DxD New: Oppai, Tsutsumimasu!",7.29,"Comedy, Demons, Ecchi, Romance, School",Unknown,1
30305,Norakuro Compilation OVA,Unknown,Comedy,Unknown,1
30307,Monster Musume no Iru Nichijou,7.08,"Harem, Comedy, Romance, Ecchi, Fantasy, Seinen",Monster Musume:Everyday Life with Monster Girls,12
30309,Yuuyake Dandan,Unknown,Slice of Life,Unknown,23
30311,Kuroko no Basket 3rd Season NG-shuu,7.69,"Comedy, Sports",Unknown,9
30312,Manga Hajimete Omoshiro Juku OVA,Unknown,"Kids, Adventure",Unknown,4
30313,Kaiketsu Zorori Movie: Uchuu no Yuusha-tachi,Unknown,"Adventure, Comedy",Unknown,1
30321,Strike the Blood: Valkyria no Oukoku-hen,7.29,"Action, Supernatural, Ecchi, Vampire, Fantasy, School, Shounen",Strike the Blood:Kingdom of the Valkyria,2
30324,Obake no Dokurou,5.54,"Kids, Supernatural",Dokuro the Ghost,1
30326,Ushi Atama,4.82,Dementia,Oxed-Man,1
30327,New York Trip,5.01,Dementia,Unknown,1
30328,Head Spoon,4.82,Dementia,Unknown,1
30329,Nice to See You,4.75,Dementia,Unknown,1
30330,Utsukushii Hoshi,5.17,Dementia,Beautiful Planet,1
30331,Motion Lumine,4.8,Dementia,Unknown,1
30332,Comics,4.51,Dementia,Unknown,1
30334,Sleepy,5.19,Dementia,Unknown,1
30335,Portrait,4.93,Dementia,Unknown,1
30336,Tori,5.28,Dementia,The Bird,1
30337,Mac the Movie,4.7,Dementia,Unknown,1
30339,Play Jazz,4.68,Dementia,Unknown,1
30340,Direct Animation,4.77,Dementia,Unknown,1
30341,Tarzan,5.34,Dementia,Unknown,1
30342,Funassyi no Funafunafuna Biyori,Unknown,"Comedy, Kids, Slice of Life",Unknown,130
30343,Legend of the Moles: The Frozen Horror,Unknown,"Kids, Adventure, Fantasy",Unknown,1
30344,The iDOLM@STER Cinderella Girls 2nd Season,7.35,"Comedy, Drama, Music",THE IDOLM@STER CINDERELLA GIRLS 2nd SEASON,12
30346,Doukyuusei (Movie),8.32,"Slice of Life, Romance, School, Shounen Ai",Doukyusei -Classmates-,1
30347,Nanatsu no Taizai OVA,7.59,"Action, Adventure, Supernatural, Magic, Fantasy, Shounen",Unknown,2
30349,Legend of the Moles: The Treasure of Scylla,Unknown,"Kids, Adventure, Fantasy",Unknown,1
30355,Wakaba*Girl,6.9,"Comedy, School, Slice of Life",Wakaba Girl,13
30358,Turnover,5.69,"Slice of Life, School",Unknown,1
30360,Poppen-sensei to Kaerazu no Numa,Unknown,"Adventure, Fantasy, Kids",Unknown,1
30362,Garon,Unknown,Sci-Fi,Unknown,1
30363,Shinmai Maou no Testament Burst,6.91,"Action, Ecchi, Fantasy, Romance, Harem, Demons",The Testament of Sister New Devil:Burst,10
30364,Haikyuu!! Movie 2: Shousha to Haisha,7.94,"Comedy, Sports, Drama, School, Shounen",Unknown,1
30365,Shinmai Maou no Testament Burst: Toujou Basara no Shigoku Heiwa na Nichijou,6.8,"Action, Demons, Ecchi, Fantasy, Harem, Romance",Unknown,1
30367,Lemon Home Animation Gekijou,4.7,Comedy,Unknown,3
30370,Akatsuki no Yona OVA,8.09,"Action, Comedy, Fantasy, Shoujo",Unknown,3
30375,Starmyu,6.93,"Music, School, Slice of Life",Starmyu,12
30376,Isshuukan Friends.: Tomodachi to no Omoide,6.82,"Comedy, School, Slice of Life",Unknown,1
30378,Sanzoku Diary,Unknown,"Slice of Life, Seinen",Unknown,1
30379,Nagato Yuki-chan no Shoushitsu: Owarenai Natsuyasumi,6.72,"Slice of Life, Comedy, Seinen",The Disappearance of Nagato Yuki-chan:I Cannot Let Summer Break End,1
30381,Sousei no Aquarion Evol,6.76,"Mecha, Romance, Sci-Fi",Unknown,1
30382,Aquarion Logos,5.72,"Action, Comedy, Drama, Fantasy, Mecha, Romance, Sci-Fi",Unknown,26
30383,Classroom☆Crisis,7.04,"Drama, Romance, School, Sci-Fi",Classroom☆Crisis,13
30384,Miss Monochrome The Animation 2,6.5,"Music, Slice of Life, Comedy",Unknown,13
30385,Valkyrie Drive: Mermaid,6.12,"Action, Ecchi, Fantasy, Shoujo Ai",Valkyrie Drive:Mermaid,12
30386,Pikaia!,6.03,"Drama, Kids, Slice of Life",Unknown,13
30390,Sengoku Musou: Sengoku Musou High School,6.16,"Comedy, Samurai, School",Unknown,8
30392,Joukyou Monogatari,5.73,Slice of Life,Tyo Story,1
30393,Hana no Hanashi,5.07,Slice of Life,Nose Tale,1
30394,Teddy,5.51,Slice of Life,Unknown,1
30395,Kuripuri*Kuripura,5.27,Comedy,Unknown,1
30396,Akai Kutsu! Onnanoko!,4.46,Dementia,Red Shoes,1
30397,Mori no Kuma-san (2009),5.04,"Music, Kids",The Bear,1
30398,Nani ga Dekiru ka na,5.01,Comedy,"What Can I Do, Now?",1
30399,Arigatou Gomennasai,4.8,Unknown,Thank You and Sorry,1
30400,Yakusoku,4.79,Dementia,Promise,1
30401,Rule,4.97,Dementia,Unknown,1
30403,Paper Film,5.1,Comedy,Unknown,1
30404,Taku Boda,5.07,Dementia,Unknown,1
30405,Ishindenshin Shiyou,5.11,"Music, Kids",From Heart to Heart,1
30407,Kitsutsuki: The Ten Hole Stories,Unknown,Dementia,Unknown,1
30408,Tokyo SOS,Unknown,Dementia,Unknown,1
30409,Nepos Napos,Unknown,"Kids, Fantasy",Nepos Napos,26
30410,Gon 2nd Season,Unknown,"Action, Adventure, Kids",Unknown,26
30411,Happy Jozy,Unknown,Comedy,Unknown,52
30412,Shi Xiong,6.65,"Action, Comedy, Horror",Zombie Brother,41
30413,Yowamushi Pedal Movie,7.6,"Comedy, Drama, Shounen, Sports",Unknown,1
30415,High☆Speed!: Free! Starting Days,7.87,"Comedy, Drama, School, Slice of Life, Sports",Free! Starting Days,1
30417,Panpaka Pants O-New!,Unknown,"Comedy, Kids",Unknown,26
30418,Petit Manga,4.89,Dementia,Unknown,1
30419,"Wake Up, Girls! Beyond the Bottom",7.21,"Music, Drama",Unknown,1
30420,Dr. Slump: Arale-chan no Koutsuu Anzen,5.82,"Sci-Fi, Comedy, Shounen",Unknown,1
30424,Instant Music,4.87,Music,Instant Music,1
30425,Wake Up! Dodo,5.47,Music,Wake Up! Dodo,1
30427,Mr. Empty,4.79,Music,Mr. Empty,1
30428,Hikenai Guitar wo Hikundaze,5.43,Music,Unknown,1
30429,Utsukushii,4.87,Music,Unknown,1
30430,Kimi wa Sou Kimeta,5.24,Music,You Just Decided,1
30431,Anata mo Robot ni Nareru feat. Kamome Jidou Gasshoudan,4.89,Music,"You Can Be A Robot, Too feat. Kamome Jido Gassyodan",1
30433,Eat You Up/Bunny,5.27,Music,Unknown,1
30435,Kankou Taisen Saitama: Sakuya no Tatakai,Unknown,Unknown,Unknown,4
30437,Wakako-zake,6.64,"Seinen, Slice of Life",Wakakozake,12
30438,MILPOM★ Pilot,4.25,"Comedy, Shoujo",Unknown,1
30442,Kana Kana Kazoku x Himitsukessha Taka no Tsume Collaboration Film,Unknown,Comedy,Unknown,1
30443,Kana Kana Kazoku: Shinnen no Goaisatsu,Unknown,Comedy,Unknown,1
30444,Kana Kana Kazoku: Stop Rubella,Unknown,Comedy,Unknown,1
30445,"Wake Up, Girls! Deai no Kiroku: A Brief Recording",6.26,Music,Unknown,1
30446,Akazukin to Kenkou,5.44,Comedy,Little Red Riding Hood and Health,1
30447,Shika to Kanta,Unknown,"Adventure, Kids",Kanta and the Deer,1
30448,Mirai Arise,Unknown,Sci-Fi,Unknown,Unknown
30449,Dr. Slump: Robot Taiketsu! Shukuteki Dr. Mashirito Toujou / Keen de Yuushou!? Penguin Grand Prix,Unknown,"Comedy, Mecha, Sci-Fi, Shounen",Unknown,1
30450,Dr. Slump: Hoyoyo! Arale no Himitsu Dai Koukai dayo!!,5.78,"Comedy, Sci-Fi, Shounen",Unknown,1
30453,Dr. Slump: Arale-chan Ayaya!? Penguin Mura de TV Jack,Unknown,"Comedy, Sci-Fi, Shounen",Unknown,1
30454,Maro no Kanja wa Gatenkei,6.04,Hentai,Unknown,2
30455,Kantai Collection: KanColle Zoku-hen,Unknown,"Action, Military, Sci-Fi, Slice of Life, School",Unknown,Unknown
30457,Kachikachi Yama no Shouboutai,Unknown,Comedy,Unknown,1
30458,"Tokyo Ghoul: ""Jack""",7.38,"Action, Horror, Supernatural, Drama, School, Seinen",Unknown,1
30460,Kanojo ga Nekomimi ni Kigaetara,6.5,Hentai,Unknown,1
30463,Kyoufu Shinbun (2014),5.7,"Horror, Demons, Supernatural, Fantasy",Horror News,16
30464,Shinmai Maou no Testament Specials,6.76,"Comedy, Demons, Ecchi, Fantasy",Unknown,6
30468,My Melody no Akazukin (OVA),Unknown,"Kids, Fantasy",My Melody in Little Red Riding Hood,1
30470,Himitsukessha Taka no Tsume DO,Unknown,"Comedy, Parody, Super Power",Unknown,38
30473,"Nemure Omoigo, Sora no Shitone ni",5.42,"Adventure, Space, Drama","Sleep tight my baby, cradled in the sky",1
30480,Bara Bara Film,4.52,Dementia,Unknown,1
30481,Ginga Tetsudou 999 for Planetarium,6.38,"Adventure, Space, Drama, Sci-Fi",Unknown,1
30483,Ginga Tetsudou 999: Akai Hoshi Betelgeuze - Inochi no Kagayaki,Unknown,"Adventure, Space, Drama, Sci-Fi",Unknown,1
30484,Steins;Gate 0,8.51,"Sci-Fi, Thriller",Steins;Gate 0,23
30485,ChäoS;Child,6.39,"Sci-Fi, Mystery, Psychological, Supernatural",ChäoS;Child,12
30489,Minna Atsumare! Falcom Gakuen SC Special,5.6,"Parody, Comedy, School, Seinen",Unknown,1
30499,Rolling☆Girls: Chibi☆Rolling☆Girls Korokoro Gekijou,5.9,Slice of Life,Unknown,12
30503,Noragami Aragoto,8.22,"Action, Adventure, Comedy, Supernatural, Shounen",Noragami Aragoto,13
30512,Hero Company,Unknown,"Comedy, Super Power, Seinen",Unknown,2
30514,Nisekoimonogatari,6.84,Music,Unknown,1
30519,Ba La La Xiao Mo Xian Zhi: Caihong Xin Shi,6.03,"Comedy, Magic, Shoujo",Unknown,36
30524,Kagewani,6.42,"Horror, Mystery, Supernatural, Thriller",Kagewani,13
30530,Fuusen Shoujo Temple-chan Movie,Unknown,"Adventure, Comedy, Kids, Music",Unknown,1
30531,Gakuen Handsome The Animation,6.39,"Comedy, Parody, School, Shounen Ai",Unknown,1
30533,Gundam Build Fighters Try: Island Wars,6.8,"Action, Sci-Fi, Mecha",Unknown,1
30534,Fen Qing,5.53,Music,Burn This Love,1
30537,Tiger & Bunny: Too Many Cooks Spoil the Broth.,6.19,"Action, Comedy, Mystery, Super Power",Unknown,1
30543,Rasen Sokou no Dystopia,6.02,Hentai,Unknown,2
30544,Gakusen Toshi Asterisk,6.9,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi, Supernatural",The Asterisk War,12
30547,Touhou Niji Sousaku Doujin Anime: Musou Kakyou Special,7.16,"Magic, Fantasy",Unknown,1
30549,Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season,7.63,"Action, Drama, Mecha, Military, Sci-Fi",Unknown,13
30556,Funassyi to Yukaina Kyoudai,Unknown,"Comedy, Kids",Unknown,4
30559,Why,4.9,Dementia,Unknown,1
30567,Teekyuu 5,6.72,"Comedy, Shounen, Sports",Teekyu 5,12
30571,Chouon Senshi Borgman: Madnight☆Gigs!,5.93,"Action, Demons, Music, Sci-Fi, Shounen",Sonic Soldier Borgman:Madnight☆Gigs!,1
30573,Break Blade: Virgins War,6.55,Action,Unknown,1
30576,Pareo wa Emerald,5.62,Music,Unknown,1
